breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
Transgender,All Schools,mental_type_121,1-2-1s (in person),No,65,125,52.0%,38.5%,65.2%,13.5%,13.2%,2023
Transgender,All Schools,mental_type_121,1-2-1s (in person),Yes,60,125,48.0%,34.8%,61.5%,13.2%,13.5%,2023
Transgender,All Schools,mental_type_group,groupwork,No,90,120,75.0%,61.3%,85.1%,13.7%,10.1%,2023
Transgender,All Schools,mental_type_group,groupwork,Yes,30,120,25.0%,14.9%,38.7%,10.1%,13.7%,2023
Transgender,All Schools,mental_type_online,online support,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%,2023
Transgender,All Schools,mental_type_online,online support,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%,2023
Transgender,All Schools,mental_type_other,other types of support,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,mental_type_other,other types of support,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%,2023
Transgender,All Schools,mental_type_phone,phone counselling,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,mental_type_phone,phone counselling,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,mental_youthservice,the Youth Service,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,mental_youthservice,the Youth Service,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,nitrous_oxide_exp,nitrous oxide,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,nitrous_oxide_exp,nitrous oxide,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,nitrous_oxide_offered,nitrous oxide,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,nitrous_oxide_offered,nitrous oxide,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,nps_exp,novel psychoactive substances,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,nps_exp,novel psychoactive substances,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,nps_offered,novel psychoactive substances,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,nps_offered,novel psychoactive substances,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,1 to 3,50,125,40.0%,27.6%,53.8%,12.4%,13.8%,2023
Transgender,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,4 to 5,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,6 to 7,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,none,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,1 to 3,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,4 to 5,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,6 to 7,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,none,60,120,50.0%,36.4%,63.6%,13.6%,13.6%,2023
Transgender,All Schools,pa_barriers_bikecost,the cost of bikes,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,pa_barriers_bikecost,the cost of bikes,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,pa_barriers_distance,distance,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,pa_barriers_distance,distance,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%,2023
Transgender,All Schools,pa_barriers_fearlost,the fear of getting lost,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,pa_barriers_fearlost,the fear of getting lost,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,pa_barriers_fitness,lack of fitness,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%,2023
Transgender,All Schools,pa_barriers_fitness,lack of fitness,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,pa_barriers_other,other reasons,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,pa_barriers_other,other reasons,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,pa_barriers_pollution,air pollution,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,pa_barriers_pollution,air pollution,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,pa_barriers_roadsafety,road safety,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,pa_barriers_roadsafety,road safety,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,pa_barriers_safety,personal safety,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%,2023
Transgender,All Schools,pa_barriers_safety,personal safety,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%,2023
Transgender,All Schools,pa_barriers_time,lack of time,No,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,pa_barriers_time,lack of time,Yes,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,pa_barriers_want,personal preference,No,70,120,58.3%,44.3%,71.1%,14.0%,12.8%,2023
Transgender,All Schools,pa_barriers_want,personal preference,Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%,2023
Transgender,All Schools,pa_barriers_weather,the weather,No,80,120,66.7%,52.6%,78.3%,14.1%,11.6%,2023
Transgender,All Schools,pa_barriers_weather,the weather,Yes,40,120,33.3%,21.7%,47.4%,11.6%,14.1%,2023
Transgender,All Schools,pa_fri,Friday,0-29 minutes,45,110,40.9%,27.7%,55.6%,13.2%,14.6%,2023
Transgender,All Schools,pa_fri,Friday,30-59 minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%,2023
Transgender,All Schools,pa_fri,Friday,60 or more minutes,35,110,31.8%,20.0%,46.5%,11.8%,14.7%,2023
Transgender,All Schools,pa_mon,Monday,0-29 minutes,50,110,45.5%,31.7%,59.9%,13.7%,14.4%,2023
Transgender,All Schools,pa_mon,Monday,30-59 minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%,2023
Transgender,All Schools,pa_mon,Monday,60 or more minutes,30,110,27.3%,16.4%,41.8%,10.9%,14.5%,2023
Transgender,All Schools,pa_sat,Saturday,0-29 minutes,50,105,47.6%,33.4%,62.2%,14.2%,14.6%,2023
Transgender,All Schools,pa_sat,Saturday,30-59 minutes,30,105,28.6%,17.2%,43.5%,11.4%,15.0%,2023
Transgender,All Schools,pa_sat,Saturday,60 or more minutes,25,105,23.8%,13.5%,38.5%,10.3%,14.7%,2023
Transgender,All Schools,pa_sun,Sunday,0-29 minutes,55,105,52.4%,37.8%,66.6%,14.6%,14.2%,2023
Transgender,All Schools,pa_sun,Sunday,30-59 minutes,20,105,19.0%,10.0%,33.3%,9.0%,14.2%,2023
Transgender,All Schools,pa_sun,Sunday,60 or more minutes,30,105,28.6%,17.2%,43.5%,11.4%,15.0%,2023
Transgender,All Schools,pa_thurs,Thursday,0-29 minutes,55,115,47.8%,34.2%,61.8%,13.7%,14.0%,2023
Transgender,All Schools,pa_thurs,Thursday,30-59 minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%,2023
Transgender,All Schools,pa_thurs,Thursday,60 or more minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%,2023
Transgender,All Schools,pa_tues,Tuesday,0-29 minutes,45,105,42.9%,29.2%,57.8%,13.7%,14.9%,2023
Transgender,All Schools,pa_tues,Tuesday,30-59 minutes,30,105,28.6%,17.2%,43.5%,11.4%,15.0%,2023
Transgender,All Schools,pa_tues,Tuesday,60 or more minutes,30,105,28.6%,17.2%,43.5%,11.4%,15.0%,2023
Transgender,All Schools,pa_wed,Wednesday,0-29 minutes,50,115,43.5%,30.2%,57.7%,13.2%,14.2%,2023
Transgender,All Schools,pa_wed,Wednesday,30-59 minutes,30,115,26.1%,15.6%,40.2%,10.5%,14.1%,2023
Transgender,All Schools,pa_wed,Wednesday,60 or more minutes,35,115,30.4%,19.1%,44.8%,11.3%,14.3%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,0-10 hours,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,11-20 hours,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,21-30 hours,0,120,0.0%,0.0%,7.4%,0.0%,7.4%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,31+ hours,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,I didn't do any paid work,90,120,75.0%,61.3%,85.1%,13.7%,10.1%,2023
Transgender,All Schools,paid_work,how much paid work they did last week,Prefer not to say,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,poppers_exp,poppers,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,poppers_exp,poppers,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,poppers_offered,poppers,No,110,120,91.7%,80.5%,96.7%,11.2%,5.0%,2023
Transgender,All Schools,poppers_offered,poppers,Yes,10,120,8.3%,3.3%,19.5%,5.0%,11.2%,2023
Transgender,All Schools,prospects_education,plan to continue in education,Maybe,20,105,19.0%,10.0%,33.3%,9.0%,14.2%,2023
Transgender,All Schools,prospects_education,plan to continue in education,No,10,105,9.5%,3.8%,22.0%,5.7%,12.5%,2023
Transgender,All Schools,prospects_education,plan to continue in education,Yes,75,105,71.4%,56.5%,82.8%,15.0%,11.4%,2023
Transgender,All Schools,prospects_family,plan to start a family,Maybe,30,100,30.0%,18.1%,45.4%,11.9%,15.4%,2023
Transgender,All Schools,prospects_family,plan to start a family,No,60,100,60.0%,44.6%,73.6%,15.4%,13.6%,2023
Transgender,All Schools,prospects_family,plan to start a family,Yes,10,100,10.0%,4.0%,23.0%,6.0%,13.0%,2023
Transgender,All Schools,prospects_info_apprenticeships,apprenticeships,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%,2023
Transgender,All Schools,prospects_info_apprenticeships,apprenticeships,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,prospects_info_college,college/6th form,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%,2023
Transgender,All Schools,prospects_info_college,college/6th form,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%,2023
Transgender,All Schools,prospects_info_gap,gap years,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%,2023
Transgender,All Schools,prospects_info_gap,gap years,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%,2023
Transgender,All Schools,prospects_info_jobs,jobs,No,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,prospects_info_jobs,jobs,Yes,55,125,44.0%,31.2%,57.7%,12.8%,13.7%,2023
Transgender,All Schools,prospects_info_other,other options,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%,2023
Transgender,All Schools,prospects_info_other,other options,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,prospects_info_trainee,traineeships,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%,2023
Transgender,All Schools,prospects_info_trainee,traineeships,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%,2023
Transgender,All Schools,prospects_info_uni,university,No,65,125,52.0%,38.5%,65.2%,13.5%,13.2%,2023
Transgender,All Schools,prospects_info_uni,university,Yes,60,125,48.0%,34.8%,61.5%,13.2%,13.5%,2023
Transgender,All Schools,prospects_job,plan to get a job,Maybe,40,110,36.4%,23.8%,51.1%,12.6%,14.7%,2023
Transgender,All Schools,prospects_job,plan to get a job,No,15,110,13.6%,6.4%,26.7%,7.2%,13.0%,2023
Transgender,All Schools,prospects_job,plan to get a job,Yes,55,110,50.0%,35.9%,64.1%,14.1%,14.1%,2023
Transgender,All Schools,prospects_notsure,aren't sure what they want to do,Maybe,25,95,26.3%,15.0%,42.0%,11.3%,15.6%,2023
Transgender,All Schools,prospects_notsure,aren't sure what they want to do,No,35,95,36.8%,23.4%,52.7%,13.4%,15.8%,2023
Transgender,All Schools,prospects_notsure,aren't sure what they want to do,Yes,35,95,36.8%,23.4%,52.7%,13.4%,15.8%,2023
Transgender,All Schools,prospects_other,have other plans,Maybe,25,90,27.8%,15.9%,43.9%,11.9%,16.2%,2023
Transgender,All Schools,prospects_other,have other plans,No,35,90,38.9%,24.8%,55.1%,14.1%,16.2%,2023
Transgender,All Schools,prospects_other,have other plans,Yes,30,90,33.3%,20.2%,49.6%,13.1%,16.3%,2023
Transgender,All Schools,prospects_support_friends,friends,No,80,120,66.7%,52.6%,78.3%,14.1%,11.6%,2023
Transgender,All Schools,prospects_support_friends,friends,Yes,40,120,33.3%,21.7%,47.4%,11.6%,14.1%,2023
Transgender,All Schools,prospects_support_idk,don't know where to get support,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%,2023
Transgender,All Schools,prospects_support_idk,don't know where to get support,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%,2023
Transgender,All Schools,prospects_support_jobcentre,Job Centre Plus,No,115,120,95.8%,86.1%,98.8%,9.8%,3.0%,2023
Transgender,All Schools,prospects_support_jobcentre,Job Centre Plus,Yes,5,120,4.2%,1.2%,13.9%,3.0%,9.8%,2023
Transgender,All Schools,prospects_support_online,online,No,85,125,68.0%,54.2%,79.2%,13.8%,11.2%,2023
Transgender,All Schools,prospects_support_online,online,Yes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%,2023
Transgender,All Schools,prospects_support_other,other sources,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%,2023
Transgender,All Schools,prospects_support_other,other sources,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,prospects_support_parents,parent/carer,No,65,125,52.0%,38.5%,65.2%,13.5%,13.2%,2023
Transgender,All Schools,prospects_support_parents,parent/carer,Yes,60,125,48.0%,34.8%,61.5%,13.2%,13.5%,2023
Transgender,All Schools,prospects_support_school,school/teacher,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%,2023
Transgender,All Schools,prospects_support_school,school/teacher,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,prospects_support_syp,Services for Young People,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%,2023
Transgender,All Schools,prospects_support_syp,Services for Young People,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%,2023
Transgender,All Schools,prospects_training,plan to training for a skilled job,Maybe,35,90,38.9%,24.8%,55.1%,14.1%,16.2%,2023
Transgender,All Schools,prospects_training,plan to training for a skilled job,No,30,90,33.3%,20.2%,49.6%,13.1%,16.3%,2023
Transgender,All Schools,prospects_training,plan to training for a skilled job,Yes,25,90,27.8%,15.9%,43.9%,11.9%,16.2%,2023
Transgender,All Schools,religion,religion,Any other religion,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,religion,religion,Buddhist,0,125,0.0%,0.0%,7.1%,0.0%,7.1%,2023
Transgender,All Schools,religion,religion,Christian,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,religion,religion,Hindu,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,religion,religion,Jewish,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,religion,religion,Muslim,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,religion,religion,No religion,70,125,56.0%,42.3%,68.8%,13.7%,12.8%,2023
Transgender,All Schools,religion,religion,Prefer not to say,10,125,8.0%,3.2%,18.8%,4.8%,10.8%,2023
Transgender,All Schools,religion,religion,Sikh,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,safety_dark,going out after dark,Neither safe or unsafe,35,120,29.2%,18.3%,43.1%,10.9%,14.0%,2023
Transgender,All Schools,safety_dark,going out after dark,Safe,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,safety_dark,going out after dark,Unsafe,65,120,54.2%,40.3%,67.4%,13.8%,13.2%,2023
Transgender,All Schools,safety_day,going out during the day,Neither safe or unsafe,45,120,37.5%,25.2%,51.6%,12.3%,14.1%,2023
Transgender,All Schools,safety_day,going out during the day,Safe,55,120,45.8%,32.6%,59.7%,13.2%,13.8%,2023
Transgender,All Schools,safety_day,going out during the day,Unsafe,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,safety_journey,going to and from school,Neither safe or unsafe,45,120,37.5%,25.2%,51.6%,12.3%,14.1%,2023
Transgender,All Schools,safety_journey,going to and from school,Safe,55,120,45.8%,32.6%,59.7%,13.2%,13.8%,2023
Transgender,All Schools,safety_journey,going to and from school,Unsafe,20,120,16.7%,8.7%,29.5%,8.0%,12.9%,2023
Transgender,All Schools,safety_school,at school,Neither safe or unsafe,55,120,45.8%,32.6%,59.7%,13.2%,13.8%,2023
Transgender,All Schools,safety_school,at school,Safe,40,120,33.3%,21.7%,47.4%,11.6%,14.1%,2023
Transgender,All Schools,safety_school,at school,Unsafe,25,120,20.8%,11.7%,34.2%,9.1%,13.4%,2023
Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,No,40,75,53.3%,36.2%,69.7%,17.1%,16.4%,2023
Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Not sure,20,75,26.7%,14.2%,44.4%,12.5%,17.7%,2023
Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Prefer not to say,0,75,0.0%,0.0%,11.3%,0.0%,11.3%,2023
Transgender,All Schools,school_supported,felt supported by their school and that they were offered help when having difficulties,Yes,15,75,20.0%,9.5%,37.3%,10.5%,17.3%,2023
Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,No,20,125,16.0%,8.4%,28.5%,7.6%,12.5%,2023
Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Not sure,5,125,4.0%,1.1%,13.4%,2.9%,9.4%,2023
Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Somewhat,40,125,32.0%,20.8%,45.8%,11.2%,13.8%,2023
Transgender,All Schools,schoolsupp_academic,they find their school is supportive of their learning and education,Yes,60,125,48.0%,34.8%,61.5%,13.2%,13.5%,2023
Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,No,40,115,34.8%,22.7%,49.2%,12.1%,14.4%,2023
Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Not sure,5,115,4.3%,1.2%,14.5%,3.1%,10.1%,2023
Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Somewhat,50,115,43.5%,30.2%,57.7%,13.2%,14.2%,2023
Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Yes,20,115,17.4%,9.1%,30.7%,8.3%,13.3%,2023
Transgender,All Schools,schyear,school year,Not at school/other,5,135,3.7%,1.0%,12.5%,2.7%,8.8%,2023
Transgender,All Schools,schyear,school year,Year 10,20,135,14.8%,7.7%,26.6%,7.1%,11.7%,2023
Transgender,All Schools,schyear,school year,Year 11,15,135,11.1%,5.2%,22.2%,5.9%,11.0%,2023
Transgender,All Schools,schyear,school year,Year 12,15,135,11.1%,5.2%,22.2%,5.9%,11.0%,2023
