breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
Other sex,All Schools,buydrug_streets,on the street,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,cannabis_exp,cannabis,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cannabis_exp,cannabis,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cannabis_offered,cannabis,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,cannabis_offered,cannabis,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",Prefer not to say,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,caring,"help to look after a family member with a serious, mental or physical, illness or disability",Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,carry_protection,carry weapons for protection when going out,Always,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,carry_protection,carry weapons for protection when going out,Never,55,80,68.8%,51.5%,82.0%,17.3%,13.3%,2023
Other sex,All Schools,carry_protection,carry weapons for protection when going out,Prefer not to say,10,80,12.5%,5.0%,28.0%,7.5%,15.5%,2023
Other sex,All Schools,carry_protection,carry weapons for protection when going out,Sometimes,10,80,12.5%,5.0%,28.0%,7.5%,15.5%,2023
Other sex,All Schools,carry_protection,carry weapons for protection when going out,Usually,0,80,0.0%,0.0%,10.7%,0.0%,10.7%,2023
Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Don't know,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,No,35,80,43.8%,28.2%,60.6%,15.5%,16.9%,2023
Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Prefer not to say,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,carry_protection_other,know anyone who carries a weapons for protection when going out,Yes,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,cla,child looked after (lived with foster carers/care home),No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,cla,child looked after (lived with foster carers/care home),Prefer not to say,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,cla,child looked after (lived with foster carers/care home),Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,clubs_arts,an arts and crafts group,Currently attending,15,35,42.9%,21.4%,67.4%,21.4%,24.5%,2023
Other sex,All Schools,clubs_arts,an arts and crafts group,Would like to attend,20,35,57.1%,32.6%,78.6%,24.5%,21.4%,2023
Other sex,All Schools,clubs_doe,Duke of Edinburgh,Currently attending,15,30,50.0%,25.4%,74.6%,24.6%,24.6%,2023
Other sex,All Schools,clubs_doe,Duke of Edinburgh,Would like to attend,15,30,50.0%,25.4%,74.6%,24.6%,24.6%,2023
Other sex,All Schools,clubs_music,a music club/group,Currently attending,20,35,57.1%,32.6%,78.6%,24.5%,21.4%,2023
Other sex,All Schools,clubs_music,a music club/group,Would like to attend,15,35,42.9%,21.4%,67.4%,21.4%,24.5%,2023
Other sex,All Schools,clubs_other,other groups,Currently attending,15,30,50.0%,25.4%,74.6%,24.6%,24.6%,2023
Other sex,All Schools,clubs_other,other groups,Would like to attend,15,30,50.0%,25.4%,74.6%,24.6%,24.6%,2023
Other sex,All Schools,clubs_perform,a drama/performing arts/dance group,Currently attending,25,35,71.4%,45.4%,88.2%,26.0%,16.8%,2023
Other sex,All Schools,clubs_perform,a drama/performing arts/dance group,Would like to attend,10,35,28.6%,11.8%,54.6%,16.8%,26.0%,2023
Other sex,All Schools,clubs_religion,a religious group,Currently attending,5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,clubs_religion,a religious group,Would like to attend,5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,clubs_schoolclub,a club/group at school,Currently attending,30,40,75.0%,50.6%,89.8%,24.4%,14.8%,2023
Other sex,All Schools,clubs_schoolclub,a club/group at school,Would like to attend,10,40,25.0%,10.2%,49.4%,14.8%,24.4%,2023
Other sex,All Schools,clubs_sports,a sports club,Currently attending,30,40,75.0%,50.6%,89.8%,24.4%,14.8%,2023
Other sex,All Schools,clubs_sports,a sports club,Would like to attend,10,40,25.0%,10.2%,49.4%,14.8%,24.4%,2023
Other sex,All Schools,clubs_syp,Services for Young People,Currently attending,5,15,33.3%,9.7%,69.9%,23.6%,36.6%,2023
Other sex,All Schools,clubs_syp,Services for Young People,Would like to attend,10,15,66.7%,30.1%,90.3%,36.6%,23.6%,2023
Other sex,All Schools,clubs_uniformed,a uniformed group,Currently attending,15,20,75.0%,41.0%,92.8%,34.0%,17.8%,2023
Other sex,All Schools,clubs_uniformed,a uniformed group,Would like to attend,5,20,25.0%,7.2%,59.0%,17.8%,34.0%,2023
Other sex,All Schools,clubs_volunteering,volunteering/social action group,Currently attending,10,25,40.0%,16.9%,68.7%,23.1%,28.7%,2023
Other sex,All Schools,clubs_volunteering,volunteering/social action group,Would like to attend,15,25,60.0%,31.3%,83.1%,28.7%,23.1%,2023
Other sex,All Schools,cocaine_exp,cocaine,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,cocaine_exp,cocaine,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,cocaine_offered,cocaine,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cocaine_offered,cocaine,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,condition_adhd,ADHD,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,condition_adhd,ADHD,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,condition_autism,autism,No,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,condition_autism,autism,Yes,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,condition_disability,physical disability,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,condition_disability,physical disability,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,condition_mental,diagnosed mental health condition,No,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,condition_mental,diagnosed mental health condition,Yes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,condition_physical,physical condition,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,condition_physical,physical condition,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,condition_send,special education need(s) or learning difficulty,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,condition_send,special education need(s) or learning difficulty,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,condoms_free,they know where they can get condoms for free,No,15,35,42.9%,21.4%,67.4%,21.4%,24.5%,2023
Other sex,All Schools,condoms_free,they know where they can get condoms for free,Not sure,5,35,14.3%,4.0%,39.9%,10.3%,25.6%,2023
Other sex,All Schools,condoms_free,they know where they can get condoms for free,Yes,15,35,42.9%,21.4%,67.4%,21.4%,24.5%,2023
Other sex,All Schools,cope_alcohol,by drinking alcohol,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_alcohol,by drinking alcohol,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_counselling,by having counselling,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_counselling,by having counselling,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_creative,by doing creative activities,No,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,cope_creative,by doing creative activities,Yes,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,cope_drugs,by doing drugs,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_drugs,by doing drugs,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_eat,by eating more,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,cope_eat,by eating more,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,cope_exercise,by exercising,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_exercise,by exercising,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_games,by playing computer games,No,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,cope_games,by playing computer games,Yes,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,cope_internet,by looking for help online,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_internet,by looking for help online,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_music,by listening to music,No,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,cope_music,by listening to music,Yes,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,cope_nothing,by doing nothing,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,cope_nothing,by doing nothing,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,cope_other,by other methods,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,cope_other,by other methods,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,cope_selfharm,by self-harm,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,cope_selfharm,by self-harm,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,cope_smoke,by smoking,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,cope_smoke,by smoking,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,cope_talkadult,by talking to an adult that's not their carer,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,cope_talkadult,by talking to an adult that's not their carer,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,cope_talkfamily,by talking to family,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,cope_talkfamily,by talking to family,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,cope_talkfriend,by talking to a friend,No,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,cope_talkfriend,by talking to a friend,Yes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,cope_think,by thinking of a solution on their own,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,cope_think,by thinking of a solution on their own,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,crack_exp,crack,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,crack_exp,crack,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,crack_offered,crack,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,crack_offered,crack,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,derbisol_exp,derbisol,No,85,85,100.0%,89.9%,100.0%,10.1%,0.0%,2023
Other sex,All Schools,derbisol_exp,derbisol,Yes,0,85,0.0%,0.0%,10.1%,0.0%,10.1%,2023
Other sex,All Schools,derbisol_offered,derbisol,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,derbisol_offered,derbisol,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,district_pc,NA,Broxbourne,0,35,0.0%,0.0%,21.4%,0.0%,21.4%,2023
Other sex,All Schools,district_pc,NA,Dacorum,5,35,14.3%,4.0%,39.9%,10.3%,25.6%,2023
Other sex,All Schools,district_pc,NA,East Hertfordshire,0,35,0.0%,0.0%,21.4%,0.0%,21.4%,2023
Other sex,All Schools,district_pc,NA,Hertsmere,0,35,0.0%,0.0%,21.4%,0.0%,21.4%,2023
Other sex,All Schools,district_pc,NA,North Hertfordshire,10,35,28.6%,11.8%,54.6%,16.8%,26.0%,2023
Other sex,All Schools,district_pc,NA,St Albans,15,35,42.9%,21.4%,67.4%,21.4%,24.5%,2023
Other sex,All Schools,district_pc,NA,Stevenage,0,35,0.0%,0.0%,21.4%,0.0%,21.4%,2023
Other sex,All Schools,district_pc,NA,Three Rivers,0,35,0.0%,0.0%,21.4%,0.0%,21.4%,2023
Other sex,All Schools,district_pc,NA,Watford,5,35,14.3%,4.0%,39.9%,10.3%,25.6%,2023
Other sex,All Schools,district_residence,which district they lived in,Broxbourne,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_residence,which district they lived in,Dacorum,10,90,11.1%,4.4%,25.3%,6.7%,14.2%,2023
Other sex,All Schools,district_residence,which district they lived in,East Hertfordshire,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_residence,which district they lived in,Hertsmere,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_residence,which district they lived in,North Hertfordshire,10,90,11.1%,4.4%,25.3%,6.7%,14.2%,2023
Other sex,All Schools,district_residence,which district they lived in,Outside of Hertfordshire,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_residence,which district they lived in,St Albans,20,90,22.2%,11.7%,38.0%,10.5%,15.8%,2023
Other sex,All Schools,district_residence,which district they lived in,Stevenage,10,90,11.1%,4.4%,25.3%,6.7%,14.2%,2023
Other sex,All Schools,district_residence,which district they lived in,Three Rivers,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_residence,which district they lived in,Watford,10,90,11.1%,4.4%,25.3%,6.7%,14.2%,2023
Other sex,All Schools,district_residence,which district they lived in,Welwyn Hatfield,5,90,5.6%,1.5%,18.1%,4.0%,12.5%,2023
Other sex,All Schools,district_school,NA,Broxbourne,0,85,0.0%,0.0%,10.1%,0.0%,10.1%,2023
Other sex,All Schools,district_school,NA,Dacorum,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,district_school,NA,East Hertfordshire,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,district_school,NA,Hertsmere,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,district_school,NA,North Hertfordshire,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,district_school,NA,St Albans,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,district_school,NA,Stevenage,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,district_school,NA,Three Rivers,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,district_school,NA,Welwyn Hatfield,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have never taken drugs,70,80,87.5%,72.0%,95.0%,15.5%,7.5%,2023
Other sex,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have taken drugs once or twice,0,80,0.0%,0.0%,10.7%,0.0%,10.7%,2023
Other sex,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs occasionally (less than once a week),5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs regularly (once a week or more),5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,"I used to take drugs, but I don’t now",0,80,0.0%,0.0%,10.7%,0.0%,10.7%,2023
Other sex,All Schools,drug_reduce,if they want to reduce or stop taking drugs,I'd like to reduce the amount I take but not stop,5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"No, I want to keep taking drugs",5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"Yes, I'd like to stop taking drugs",0,10,0.0%,0.0%,48.8%,0.0%,48.8%,2023
Other sex,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,No,5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Not sure,0,10,0.0%,0.0%,48.8%,0.0%,48.8%,2023
Other sex,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Yes,5,10,50.0%,15.1%,84.9%,34.9%,34.9%,2023
Other sex,All Schools,drugsupp_doctor,from a health professional,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,drugsupp_doctor,from a health professional,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,drugsupp_family,from family,No,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,drugsupp_family,from family,Yes,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,drugsupp_friends,from friends,No,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,drugsupp_friends,from friends,Yes,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,drugsupp_internet,from the internet,No,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,drugsupp_internet,from the internet,Yes,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,drugsupp_other,from other sources,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,drugsupp_other,from other sources,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,drugsupp_teacher,from a teacher,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,drugsupp_teacher,from a teacher,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,drugsupp_yw,from a Youth Worker,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,drugsupp_yw,from a Youth Worker,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,ecstasy_exp,ecstasy,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,ecstasy_exp,ecstasy,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,ecstasy_offered,ecstasy,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,ecstasy_offered,ecstasy,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,environ_awareness,raise awareness,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,environ_awareness,raise awareness,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,environ_barriers_cost,financial cost,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_barriers_cost,financial cost,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,environ_barriers_other,other reasons,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,environ_barriers_other,other reasons,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,environ_barriers_time,convenience/time,No,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,environ_barriers_time,convenience/time,Yes,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,environ_barriers_unsure,uncertainty on what to do,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,environ_barriers_unsure,uncertainty on what to do,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,environ_buy,think about the environment when buying things,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_buy,think about the environment when buying things,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_garden,do things in the garden to help wildlife,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_garden,do things in the garden to help wildlife,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_leaders,try to change what our leaders are doing,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,environ_leaders,try to change what our leaders are doing,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,environ_lights,turn lights off more,No,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_lights,turn lights off more,Yes,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_litter,pick up litter,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_litter,pick up litter,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_meat,eat less meat,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,environ_meat,eat less meat,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,environ_media,read/watch media about the environment,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_media,read/watch media about the environment,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_none,don't do anything,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,environ_none,don't do anything,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,environ_other,do other things,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,environ_other,do other things,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,environ_recycle,recycle their waste,No,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,environ_recycle,recycle their waste,Yes,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,environ_talk,talk to friends/family,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,environ_talk,talk to friends/family,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,environ_tap,turn the tap off more,No,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,environ_tap,turn the tap off more,Yes,55,85,64.7%,48.0%,78.5%,16.7%,13.8%,2023
Other sex,All Schools,environ_volunteer,volunteer,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,environ_volunteer,volunteer,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,environ_walkcycle,"walk, cycle, or use public transport",No,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,environ_walkcycle,"walk, cycle, or use public transport",Yes,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,ethnicity,ethnicity,Any other ethnic group,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,ethnicity,ethnicity,Asian,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,ethnicity,ethnicity,Black,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,ethnicity,ethnicity,Mixed,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,ethnicity,ethnicity,White,60,80,75.0%,57.9%,86.7%,17.1%,11.7%,2023
Other sex,All Schools,findiff_cold,felt cold,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,findiff_cold,felt cold,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,findiff_foodbank,went to a food bank,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,findiff_foodbank,went to a food bank,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,findiff_hungry,felt hungry,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,findiff_hungry,felt hungry,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,findiff_job,lost a job/work,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,findiff_job,lost a job/work,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,findiff_misstrip,missed a school trip,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,findiff_misstrip,missed a school trip,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,findiff_move,moved to a smaller home,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,findiff_move,moved to a smaller home,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,findiff_none,no experiences,No,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,findiff_none,no experiences,Yes,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,findiff_pnts,prefer not to say,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,findiff_pnts,prefer not to say,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,fsm,free school meals,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,fsm,free school meals,Prefer not to say,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,fsm,free school meals,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
