year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb
2022,Non-Binary,All Schools,shinfo_porn,pornography,No,140,155,90.3%,80.5%,95.5%,9.8%,5.2%
2022,Non-Binary,All Schools,shinfo_porn,pornography,Yes,15,155,9.7%,4.5%,19.5%,5.2%,9.8%
2022,Non-Binary,All Schools,shinfo_poster,"posters, leaflets, reference books",No,145,155,93.5%,84.6%,97.5%,9.0%,3.9%
2022,Non-Binary,All Schools,shinfo_poster,"posters, leaflets, reference books",Yes,10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,shinfo_relations,siblings or relatives,No,135,155,87.1%,76.6%,93.3%,10.5%,6.2%
2022,Non-Binary,All Schools,shinfo_relations,siblings or relatives,Yes,20,155,12.9%,6.7%,23.4%,6.2%,10.5%
2022,Non-Binary,All Schools,shinfo_school,school,No,90,155,58.1%,45.7%,69.5%,12.4%,11.4%
2022,Non-Binary,All Schools,shinfo_school,school,Yes,65,155,41.9%,30.5%,54.3%,11.4%,12.4%
2022,Non-Binary,All Schools,shinfo_yw,Youth Workers,No,145,155,93.5%,84.6%,97.5%,9.0%,3.9%
2022,Non-Binary,All Schools,shinfo_yw,Youth Workers,Yes,10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,skipschool_COVID-19,COVID-19,No,155,155,100.0%,94.2%,100.0%,5.8%,0.0%
2022,Non-Binary,All Schools,skipschool_appointments,medical/dental appointments,No,85,155,54.8%,42.6%,66.5%,12.3%,11.7%
2022,Non-Binary,All Schools,skipschool_appointments,medical/dental appointments,Yes,70,155,45.2%,33.5%,57.4%,11.7%,12.3%
2022,Non-Binary,All Schools,skipschool_care,caring for family,No,140,155,90.3%,80.5%,95.5%,9.8%,5.2%
2022,Non-Binary,All Schools,skipschool_care,caring for family,Yes,15,155,9.7%,4.5%,19.5%,5.2%,9.8%
2022,Non-Binary,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,No,55,150,36.7%,25.6%,49.3%,11.0%,12.6%
2022,Non-Binary,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,Yes,95,150,63.3%,50.7%,74.4%,12.6%,11.0%
2022,Non-Binary,All Schools,skipschool_mentalhealth,mental health reasons,No,85,155,54.8%,42.6%,66.5%,12.3%,11.7%
2022,Non-Binary,All Schools,skipschool_mentalhealth,mental health reasons,Yes,70,155,45.2%,33.5%,57.4%,11.7%,12.3%
2022,Non-Binary,All Schools,skipschool_trips,holiday,No,130,150,86.7%,75.9%,93.1%,10.8%,6.4%
2022,Non-Binary,All Schools,skipschool_trips,holiday,Yes,20,150,13.3%,6.9%,24.1%,6.4%,10.8%
2022,Non-Binary,All Schools,skipschool_worriesbully,bullying,No,135,155,87.1%,76.6%,93.3%,10.5%,6.2%
2022,Non-Binary,All Schools,skipschool_worriesbully,bullying,Yes,20,155,12.9%,6.7%,23.4%,6.2%,10.5%
2022,Non-Binary,All Schools,skipschool_worriesschool,worries about schoolwork,No,115,150,76.7%,64.6%,85.5%,12.1%,8.9%
2022,Non-Binary,All Schools,skipschool_worriesschool,worries about schoolwork,Yes,35,150,23.3%,14.5%,35.4%,8.9%,12.1%
2022,Non-Binary,All Schools,smoke_ever,the statement that best describes them regarding smoking,I have never smoked,110,150,73.3%,61.0%,82.8%,12.3%,9.5%
2022,Non-Binary,All Schools,smoke_ever,the statement that best describes them regarding smoking,I have tried smoking once or twice,15,150,10.0%,4.7%,20.1%,5.3%,10.1%
2022,Non-Binary,All Schools,smoke_ever,the statement that best describes them regarding smoking,I smoke occasionally (less than 1 cigarette a week),5,150,3.3%,0.9%,11.3%,2.4%,8.0%
2022,Non-Binary,All Schools,smoke_ever,the statement that best describes them regarding smoking,I smoke regularly (once a week or more),15,150,10.0%,4.7%,20.1%,5.3%,10.1%
2022,Non-Binary,All Schools,smoke_ever,the statement that best describes them regarding smoking,"I used to smoke, but I don’t now",5,150,3.3%,0.9%,11.3%,2.4%,8.0%
2022,Non-Binary,All Schools,smoke_reduce,if they want to reduce or stop smoking,I'd like to reduce the amount I smoke but not stop,5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Non-Binary,All Schools,smoke_reduce,if they want to reduce or stop smoking,"No, I want to keep smoking",10,20,50.0%,21.6%,78.4%,28.4%,28.4%
2022,Non-Binary,All Schools,smoke_reduce,if they want to reduce or stop smoking,"Yes, I'd like to stop smoking",5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Non-Binary,All Schools,smoke_secondhand,people smoke around them,Always,15,150,10.0%,4.7%,20.1%,5.3%,10.1%
2022,Non-Binary,All Schools,smoke_secondhand,people smoke around them,Never,60,150,40.0%,28.6%,52.6%,11.4%,12.6%
2022,Non-Binary,All Schools,smoke_secondhand,people smoke around them,Often,25,150,16.7%,9.3%,28.0%,7.3%,11.3%
2022,Non-Binary,All Schools,smoke_secondhand,people smoke around them,Sometimes,50,150,33.3%,22.8%,45.9%,10.6%,12.6%
2022,Non-Binary,All Schools,solvents_exp,solvents as drugs,No,20,30,66.7%,39.1%,86.2%,27.5%,19.5%
2022,Non-Binary,All Schools,solvents_exp,solvents as drugs,Yes,10,30,33.3%,13.8%,60.9%,19.5%,27.5%
2022,Non-Binary,All Schools,solvents_offered,solvents as drugs,No,155,155,100.0%,94.2%,100.0%,5.8%,0.0%
2022,Non-Binary,All Schools,std_chlamydia,chlamydia,I have heard of it but know nothing about it,60,145,41.4%,29.7%,54.2%,11.7%,12.8%
2022,Non-Binary,All Schools,std_chlamydia,chlamydia,I have never heard of it,25,145,17.2%,9.7%,28.9%,7.6%,11.6%
2022,Non-Binary,All Schools,std_chlamydia,chlamydia,It can be both treated and cured,50,145,34.5%,23.6%,47.3%,10.9%,12.8%
2022,Non-Binary,All Schools,std_chlamydia,chlamydia,It can be treated but not cured,10,145,6.9%,2.7%,16.4%,4.2%,9.5%
2022,Non-Binary,All Schools,std_gono,gonorrhoea,I have heard of it but know nothing about it,65,145,44.8%,32.8%,57.5%,12.0%,12.7%
2022,Non-Binary,All Schools,std_gono,gonorrhoea,I have never heard of it,25,145,17.2%,9.7%,28.9%,7.6%,11.6%
2022,Non-Binary,All Schools,std_gono,gonorrhoea,It can be both treated and cured,45,145,31.0%,20.6%,43.8%,10.4%,12.7%
2022,Non-Binary,All Schools,std_gono,gonorrhoea,It can be treated but not cured,10,145,6.9%,2.7%,16.4%,4.2%,9.5%
2022,Non-Binary,All Schools,std_hiv,HIV,I have heard of it but know nothing about it,40,145,27.6%,17.8%,40.2%,9.8%,12.6%
2022,Non-Binary,All Schools,std_hiv,HIV,I have never heard of it,10,145,6.9%,2.7%,16.4%,4.2%,9.5%
2022,Non-Binary,All Schools,std_hiv,HIV,It can be both treated and cured,5,145,3.4%,1.0%,11.7%,2.5%,8.2%
2022,Non-Binary,All Schools,std_hiv,HIV,It can be treated but not cured,90,145,62.1%,49.2%,73.4%,12.8%,11.3%
2022,Non-Binary,All Schools,std_syphilis,syphilis,I have heard of it but know nothing about it,65,150,43.3%,31.6%,55.9%,11.7%,12.5%
2022,Non-Binary,All Schools,std_syphilis,syphilis,I have never heard of it,35,150,23.3%,14.5%,35.4%,8.9%,12.1%
2022,Non-Binary,All Schools,std_syphilis,syphilis,It can be both treated and cured,30,150,20.0%,11.8%,31.7%,8.2%,11.7%
2022,Non-Binary,All Schools,std_syphilis,syphilis,It can be treated but not cured,20,150,13.3%,6.9%,24.1%,6.4%,10.8%
2022,Non-Binary,All Schools,steroids_exp,muscle-building steroids,No,20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Non-Binary,All Schools,steroids_exp,muscle-building steroids,Yes,5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Non-Binary,All Schools,steroids_offered,muscle-building steroids,No,155,155,100.0%,94.2%,100.0%,5.8%,0.0%
2022,Non-Binary,All Schools,sus_barriers_finance,financial cost,No,75,155,48.4%,36.4%,60.5%,11.9%,12.1%
2022,Non-Binary,All Schools,sus_barriers_finance,financial cost,Yes,80,155,51.6%,39.5%,63.6%,12.1%,11.9%
2022,Non-Binary,All Schools,sus_barriers_no_consider,sustainability is not a consideration in their household,No,145,155,93.5%,84.6%,97.5%,9.0%,3.9%
2022,Non-Binary,All Schools,sus_barriers_no_consider,sustainability is not a consideration in their household,Yes,10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,sus_barriers_other,other barriers,No,130,155,83.9%,72.8%,91.0%,11.0%,7.1%
2022,Non-Binary,All Schools,sus_barriers_other,other barriers,Yes,25,155,16.1%,9.0%,27.2%,7.1%,11.0%
2022,Non-Binary,All Schools,sus_barriers_time,convenience/time,No,80,150,53.3%,40.9%,65.3%,12.4%,12.0%
2022,Non-Binary,All Schools,sus_barriers_time,convenience/time,Yes,70,150,46.7%,34.7%,59.1%,12.0%,12.4%
2022,Non-Binary,All Schools,sus_barriers_unsure,uncertainty on what to do,No,125,155,80.6%,69.2%,88.5%,11.5%,7.9%
2022,Non-Binary,All Schools,sus_barriers_unsure,uncertainty on what to do,Yes,30,155,19.4%,11.5%,30.8%,7.9%,11.5%
2022,Non-Binary,All Schools,sustain_electric_car,drive an electric car,No,135,155,87.1%,76.6%,93.3%,10.5%,6.2%
2022,Non-Binary,All Schools,sustain_electric_car,drive an electric car,Yes,20,155,12.9%,6.7%,23.4%,6.2%,10.5%
2022,Non-Binary,All Schools,sustain_leftoverfood,use up leftover food,No,50,155,32.3%,22.0%,44.6%,10.3%,12.3%
2022,Non-Binary,All Schools,sustain_leftoverfood,use up leftover food,Yes,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,sustain_localfood,use locally grown food,No,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,sustain_localfood,use locally grown food,Yes,50,155,32.3%,22.0%,44.6%,10.3%,12.3%
2022,Non-Binary,All Schools,sustain_nthg,don't do anything,No,145,155,93.5%,84.6%,97.5%,9.0%,3.9%
2022,Non-Binary,All Schools,sustain_nthg,don't do anything,Yes,10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,sustain_other,do other actions,No,145,155,93.5%,84.6%,97.5%,9.0%,3.9%
2022,Non-Binary,All Schools,sustain_other,do other actions,Yes,10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,sustain_recycle,recycling,No,50,155,32.3%,22.0%,44.6%,10.3%,12.3%
2022,Non-Binary,All Schools,sustain_recycle,recycling,Yes,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,sustain_save_energy,have energy-saving measures,No,45,150,30.0%,19.9%,42.5%,10.1%,12.5%
2022,Non-Binary,All Schools,sustain_save_energy,have energy-saving measures,Yes,105,150,70.0%,57.5%,80.1%,12.5%,10.1%
2022,Non-Binary,All Schools,sustain_save_water,have water-saving measures,No,100,150,66.7%,54.1%,77.2%,12.6%,10.6%
2022,Non-Binary,All Schools,sustain_save_water,have water-saving measures,Yes,50,150,33.3%,22.8%,45.9%,10.6%,12.6%
2022,Non-Binary,All Schools,sustain_single_plastic,reduce single-use plastic waste,No,65,150,43.3%,31.6%,55.9%,11.7%,12.5%
2022,Non-Binary,All Schools,sustain_single_plastic,reduce single-use plastic waste,Yes,85,150,56.7%,44.1%,68.4%,12.5%,11.7%
2022,Non-Binary,All Schools,sustain_solar,installed solar panels,No,140,150,93.3%,84.1%,97.4%,9.2%,4.0%
2022,Non-Binary,All Schools,sustain_solar,installed solar panels,Yes,10,150,6.7%,2.6%,15.9%,4.0%,9.2%
2022,Non-Binary,All Schools,sustain_sus_products,use sustainably-sourced products,No,115,155,74.2%,62.2%,83.4%,12.0%,9.2%
2022,Non-Binary,All Schools,sustain_sus_products,use sustainably-sourced products,Yes,40,155,25.8%,16.6%,37.8%,9.2%,12.0%
2022,Non-Binary,All Schools,sustain_transport,"walk, cycle or take public transport",No,55,155,35.5%,24.8%,47.9%,10.7%,12.4%
2022,Non-Binary,All Schools,sustain_transport,"walk, cycle or take public transport",Yes,100,155,64.5%,52.1%,75.2%,12.4%,10.7%
2022,Non-Binary,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I have never vaped,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I have vaped once or twice,20,155,12.9%,6.7%,23.4%,6.2%,10.5%
2022,Non-Binary,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,"I used to vape, but I don’t now",5,155,3.2%,0.9%,11.0%,2.3%,7.8%
2022,Non-Binary,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I vape occasionally (less than once a week),5,155,3.2%,0.9%,11.0%,2.3%,7.8%
2022,Non-Binary,All Schools,vaping,the statement that best describes them regarding vaping/e-cigarettes,I vape regularly (once a week or more),20,155,12.9%,6.7%,23.4%,6.2%,10.5%
2022,Non-Binary,All Schools,vaping_reducesmoke,have used vaping/ e-cigarettes to reduce smoking,No,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Non-Binary,All Schools,vaping_reducesmoke,have used vaping/ e-cigarettes to reduce smoking,Yes,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Non-Binary,All Schools,views_listened_school,feels that their views are listened to at school,No,60,145,41.4%,29.7%,54.2%,11.7%,12.8%
2022,Non-Binary,All Schools,views_listened_school,feels that their views are listened to at school,Sometimes,75,145,51.7%,39.2%,64.0%,12.5%,12.3%
2022,Non-Binary,All Schools,views_listened_school,feels that their views are listened to at school,Yes,10,145,6.9%,2.7%,16.4%,4.2%,9.5%
2022,Non-Binary,All Schools,violence_involved,have been involved in a violent incident in the past year,No,115,155,74.2%,62.2%,83.4%,12.0%,9.2%
2022,Non-Binary,All Schools,violence_involved,have been involved in a violent incident in the past year,Prefer not to say,15,155,9.7%,4.5%,19.5%,5.2%,9.8%
2022,Non-Binary,All Schools,violence_involved,have been involved in a violent incident in the past year,"Yes, I was the victim",15,155,9.7%,4.5%,19.5%,5.2%,9.8%
2022,Non-Binary,All Schools,violence_involved,have been involved in a violent incident in the past year,"Yes, but I wasn't the victim",10,155,6.5%,2.5%,15.4%,3.9%,9.0%
2022,Non-Binary,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,No,125,145,86.2%,75.1%,92.8%,11.1%,6.6%
2022,Non-Binary,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,Prefer not to say,5,145,3.4%,1.0%,11.7%,2.5%,8.2%
2022,Non-Binary,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,"Yes, I was the victim",10,145,6.9%,2.7%,16.4%,4.2%,9.5%
2022,Non-Binary,All Schools,violence_weapon_involved,have been involved in a violent incident where a weapon was used or threatened in the past year,"Yes, but I wasn't the victim",5,145,3.4%,1.0%,11.7%,2.5%,8.2%
2022,Non-Binary,All Schools,weight,how they would describe their current weight,Don't know/ Prefer not to say,60,150,40.0%,28.6%,52.6%,11.4%,12.6%
2022,Non-Binary,All Schools,weight,how they would describe their current weight,Just Right,40,150,26.7%,17.2%,39.0%,9.5%,12.3%
2022,Non-Binary,All Schools,weight,how they would describe their current weight,Overweight,30,150,20.0%,11.8%,31.7%,8.2%,11.7%
2022,Non-Binary,All Schools,weight,how they would describe their current weight,Underweight,20,150,13.3%,6.9%,24.1%,6.4%,10.8%
2022,Non-Binary,All Schools,worry_bully,bullying,No,95,155,61.3%,48.9%,72.4%,12.4%,11.1%
2022,Non-Binary,All Schools,worry_bully,bullying,Yes,60,155,38.7%,27.6%,51.1%,11.1%,12.4%
2022,Non-Binary,All Schools,worry_crime,crime,No,110,155,71.0%,58.7%,80.8%,12.2%,9.8%
2022,Non-Binary,All Schools,worry_crime,crime,Yes,45,155,29.0%,19.2%,41.3%,9.8%,12.2%
2022,Non-Binary,All Schools,worry_drugsalcohol,drugs/alcohol,No,130,155,83.9%,72.8%,91.0%,11.0%,7.1%
2022,Non-Binary,All Schools,worry_drugsalcohol,drugs/alcohol,Yes,25,155,16.1%,9.0%,27.2%,7.1%,11.0%
2022,Non-Binary,All Schools,worry_environment,the environment,No,85,150,56.7%,44.1%,68.4%,12.5%,11.7%
2022,Non-Binary,All Schools,worry_environment,the environment,Yes,65,150,43.3%,31.6%,55.9%,11.7%,12.5%
2022,Non-Binary,All Schools,worry_family,family problems,No,85,155,54.8%,42.6%,66.5%,12.3%,11.7%
2022,Non-Binary,All Schools,worry_family,family problems,Yes,70,155,45.2%,33.5%,57.4%,11.7%,12.3%
2022,Non-Binary,All Schools,worry_friends,issues with friends,No,80,155,51.6%,39.5%,63.6%,12.1%,11.9%
2022,Non-Binary,All Schools,worry_friends,issues with friends,Yes,75,155,48.4%,36.4%,60.5%,11.9%,12.1%
2022,Non-Binary,All Schools,worry_future,future prospects,No,55,150,36.7%,25.6%,49.3%,11.0%,12.6%
2022,Non-Binary,All Schools,worry_future,future prospects,Yes,95,150,63.3%,50.7%,74.4%,12.6%,11.0%
2022,Non-Binary,All Schools,worry_gambling,gambling,No,150,155,96.8%,89.0%,99.1%,7.8%,2.3%
2022,Non-Binary,All Schools,worry_gambling,gambling,Yes,5,155,3.2%,0.9%,11.0%,2.3%,7.8%
2022,Non-Binary,All Schools,worry_incrime,getting involved in crime,No,135,150,90.0%,79.9%,95.3%,10.1%,5.3%
2022,Non-Binary,All Schools,worry_incrime,getting involved in crime,Yes,15,150,10.0%,4.7%,20.1%,5.3%,10.1%
2022,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,No,40,155,25.8%,16.6%,37.8%,9.2%,12.0%
2022,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,Yes,115,155,74.2%,62.2%,83.4%,12.0%,9.2%
2022,Non-Binary,All Schools,worry_lonely,feeling lonely,No,60,155,38.7%,27.6%,51.1%,11.1%,12.4%
2022,Non-Binary,All Schools,worry_lonely,feeling lonely,Yes,95,155,61.3%,48.9%,72.4%,12.4%,11.1%
2022,Non-Binary,All Schools,worry_look,their appearance,No,50,155,32.3%,22.0%,44.6%,10.3%,12.3%
2022,Non-Binary,All Schools,worry_look,their appearance,Yes,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,worry_mental,their mental health,No,35,155,22.6%,14.0%,34.4%,8.6%,11.8%
2022,Non-Binary,All Schools,worry_mental,their mental health,Yes,120,155,77.4%,65.6%,86.0%,11.8%,8.6%
2022,Non-Binary,All Schools,worry_money,money problems (including family finances),No,90,155,58.1%,45.7%,69.5%,12.4%,11.4%
2022,Non-Binary,All Schools,worry_money,money problems (including family finances),Yes,65,155,41.9%,30.5%,54.3%,11.4%,12.4%
2022,Non-Binary,All Schools,worry_phys,their physical health,No,75,155,48.4%,36.4%,60.5%,11.9%,12.1%
2022,Non-Binary,All Schools,worry_phys,their physical health,Yes,80,155,51.6%,39.5%,63.6%,12.1%,11.9%
2022,Non-Binary,All Schools,worry_racism,racism,No,115,155,74.2%,62.2%,83.4%,12.0%,9.2%
2022,Non-Binary,All Schools,worry_racism,racism,Yes,40,155,25.8%,16.6%,37.8%,9.2%,12.0%
2022,Non-Binary,All Schools,worry_relationships,relationships/sexual health,No,105,155,67.7%,55.4%,78.0%,12.3%,10.3%
2022,Non-Binary,All Schools,worry_relationships,relationships/sexual health,Yes,50,155,32.3%,22.0%,44.6%,10.3%,12.3%
2022,Non-Binary,All Schools,worry_school,schoolwork,No,45,155,29.0%,19.2%,41.3%,9.8%,12.2%
2022,Non-Binary,All Schools,worry_school,schoolwork,Yes,110,155,71.0%,58.7%,80.8%,12.2%,9.8%
2022,Non-Binary,All Schools,worry_siblings,problems with siblings,No,155,155,100.0%,94.2%,100.0%,5.8%,0.0%
2022,Non-Binary,All Schools,worry_socialmedia,social media,No,105,150,70.0%,57.5%,80.1%,12.5%,10.1%
2022,Non-Binary,All Schools,worry_socialmedia,social media,Yes,45,150,30.0%,19.9%,42.5%,10.1%,12.5%
2022,Non-Binary,All Schools,worry_treatgirls,how men treat/speak to girls,No,65,155,41.9%,30.5%,54.3%,11.4%,12.4%
2022,Non-Binary,All Schools,worry_treatgirls,how men treat/speak to girls,Yes,90,155,58.1%,45.7%,69.5%,12.4%,11.4%
2022,Non-Binary,All Schools,worry_violenceboys,harrassment/violence against boys,No,120,155,77.4%,65.6%,86.0%,11.8%,8.6%
2022,Non-Binary,All Schools,worry_violenceboys,harrassment/violence against boys,Yes,35,155,22.6%,14.0%,34.4%,8.6%,11.8%
2022,Non-Binary,All Schools,worry_violencegirls,harrassment/violence against girls,No,70,155,45.2%,33.5%,57.4%,11.7%,12.3%
2022,Non-Binary,All Schools,worry_violencegirls,harrassment/violence against girls,Yes,85,155,54.8%,42.6%,66.5%,12.3%,11.7%
2022,Non-Binary,All Schools,xanex_exp,Xanax,No,20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Non-Binary,All Schools,xanex_exp,Xanax,Yes,5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Non-Binary,All Schools,xanex_offered,Xanax,No,155,155,100.0%,94.2%,100.0%,5.8%,0.0%
2022,Other sex,All Schools,District,District,Broxbourne,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District,District,Dacorum,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District,District,East Hertfordshire,0,100,0.0%,0.0%,8.7%,0.0%,8.7%
2022,Other sex,All Schools,District,District,North Hertfordshire,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District,District,Outside of Hertfordshire,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District,District,Prefer not to say / Unknown,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District,District,St Albans,30,100,30.0%,18.1%,45.4%,11.9%,15.4%
2022,Other sex,All Schools,District,District,Stevenage,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District,District,Three Rivers,0,100,0.0%,0.0%,8.7%,0.0%,8.7%
2022,Other sex,All Schools,District,District,Watford,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District,District,Welwyn Hatfield,15,100,15.0%,7.1%,29.0%,7.9%,14.0%
2022,Other sex,All Schools,District_school,NA,Broxbourne,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,Dacorum,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District_school,NA,East Hertfordshire,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,Hertsmere,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,North Hertfordshire,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,Outside of Hertfordshire,0,100,0.0%,0.0%,8.7%,0.0%,8.7%
2022,Other sex,All Schools,District_school,NA,St Albans,35,100,35.0%,22.2%,50.5%,12.8%,15.5%
2022,Other sex,All Schools,District_school,NA,Stevenage,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,Three Rivers,10,100,10.0%,4.0%,23.0%,6.0%,13.0%
2022,Other sex,All Schools,District_school,NA,Watford,5,100,5.0%,1.4%,16.5%,3.6%,11.5%
2022,Other sex,All Schools,District_school,NA,Welwyn Hatfield,15,100,15.0%,7.1%,29.0%,7.9%,14.0%
2022,Other sex,All Schools,Q8978241.18,NA,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,age,Age,11,10,90,11.1%,4.4%,25.3%,6.7%,14.2%
2022,Other sex,All Schools,age,Age,12,25,90,27.8%,15.9%,43.9%,11.9%,16.2%
2022,Other sex,All Schools,age,Age,13,20,90,22.2%,11.7%,38.0%,10.5%,15.8%
2022,Other sex,All Schools,age,Age,14,15,90,16.7%,7.9%,31.8%,8.8%,15.2%
2022,Other sex,All Schools,age,Age,15,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,age,Age,16,10,90,11.1%,4.4%,25.3%,6.7%,14.2%
2022,Other sex,All Schools,age,Age,17,5,90,5.6%,1.5%,18.1%,4.0%,12.5%
2022,Other sex,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Daily or almost daily,5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Other sex,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Less than monthly,5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Other sex,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Monthly,0,20,0.0%,0.0%,32.3%,0.0%,32.3%
2022,Other sex,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Never,10,20,50.0%,21.6%,78.4%,28.4%,28.4%
2022,Other sex,All Schools,alcohol_6more,how often they have six or more drinks on one occasion,Weekly,0,20,0.0%,0.0%,32.3%,0.0%,32.3%
2022,Other sex,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,2-3 times a week,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,2-4 times a month,0,95,0.0%,0.0%,9.1%,0.0%,9.1%
2022,Other sex,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,4 or more times a week,5,95,5.3%,1.5%,17.2%,3.8%,12.0%
2022,Other sex,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,Monthly or less,10,95,10.5%,4.2%,24.1%,6.3%,13.6%
2022,Other sex,All Schools,alcohol_ever,how often they had an alcohol-containing drink in the past three months,Never,75,95,78.9%,63.7%,88.9%,15.2%,10.0%
2022,Other sex,All Schools,alcohol_reduce,want to reduce or stop drinking,I'd like to reduce the amount I drink but not stop,5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Other sex,All Schools,alcohol_reduce,want to reduce or stop drinking,"No, I want to keep drinking alcohol",10,20,50.0%,21.6%,78.4%,28.4%,28.4%
2022,Other sex,All Schools,alcohol_reduce,want to reduce or stop drinking,"Yes, I'd like to stop drinking alcohol",5,20,25.0%,7.2%,59.0%,17.8%,34.0%
2022,Other sex,All Schools,amphetamine_offered,amphetamines,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,amphetamines_exp,amphetamines,No,10,15,66.7%,30.1%,90.3%,36.6%,23.6%
2022,Other sex,All Schools,amphetamines_exp,amphetamines,Yes,5,15,33.3%,9.7%,69.9%,23.6%,36.6%
2022,Other sex,All Schools,approached_anonymous_report,reported the crime anonymously,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_argue,argued or fought back,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_other,other,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_toldadult,told an adult,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_toldfriend,told a friend,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_toldpolice,told the police,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_toldself,kept it to themselves,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
2022,Other sex,All Schools,approached_walkaway,walked away,No,95,95,100.0%,90.9%,100.0%,9.1%,0.0%
